Material,Diameter_Inch,Roughness_mm,Pressure_PSI,Flow_LPM,Leaked_Flag
HDPE,3.0,0.0015,39.99,329.6,0
HDPE,3.0,0.0015,39.96,330.1,0
HDPE,3.0,0.0015,39.96,329.1,0
HDPE,3.0,0.0015,39.95,327.5,0
HDPE,3.0,0.0015,39.97,329.6,0
HDPE,3.0,0.0015,39.99,325.6,0
HDPE,3.0,0.0015,40.03,328.8,0
HDPE,3.0,0.0015,39.96,327.3,0
HDPE,3.0,0.0015,40.0,328.5,0
HDPE,3.0,0.0015,39.91,327.4,0
HDPE,3.0,0.0015,40.0,326.2,0
HDPE,3.0,0.0015,40.04,326.6,0
HDPE,3.0,0.0015,39.99,329.7,0
HDPE,3.0,0.0015,40.08,326.9,0
HDPE,3.0,0.0015,39.98,328.1,0
HDPE,3.0,0.0015,39.93,329.2,0
HDPE,3.0,0.0015,40.0,327.3,0
HDPE,3.0,0.0015,40.03,330.0,0
HDPE,3.0,0.0015,40.03,327.2,0
HDPE,3.0,0.0015,40.09,331.1,0
HDPE,3.0,0.0015,40.0,328.1,0
HDPE,3.0,0.0015,40.02,326.8,0
HDPE,3.0,0.0015,39.92,330.4,0
HDPE,3.0,0.0015,39.96,327.5,0
HDPE,3.0,0.0015,39.97,328.9,0
HDPE,3.0,0.0015,39.98,327.2,0
HDPE,3.0,0.0015,40.09,327.7,0
HDPE,3.0,0.0015,39.92,326.9,0
HDPE,3.0,0.0015,40.01,330.9,0
HDPE,3.0,0.0015,40.0,332.5,0
HDPE,3.0,0.0015,40.05,327.9,0
HDPE,3.0,0.0015,39.98,327.3,0
HDPE,3.0,0.0015,40.0,327.6,0
HDPE,3.0,0.0015,40.01,328.3,0
HDPE,3.0,0.0015,40.03,327.8,0
HDPE,3.0,0.0015,39.91,329.3,0
HDPE,3.0,0.0015,40.07,329.9,0
HDPE,3.0,0.0015,40.04,330.3,0
HDPE,3.0,0.0015,39.96,326.7,0
HDPE,3.0,0.0015,39.99,329.1,0
HDPE,3.0,0.0015,39.97,328.0,0
HDPE,3.0,0.0015,40.04,327.5,0
HDPE,3.0,0.0015,40.04,325.7,0
HDPE,3.0,0.0015,40.01,329.3,0
HDPE,3.0,0.0015,40.02,329.7,0
HDPE,3.0,0.0015,40.1,331.8,0
HDPE,3.0,0.0015,40.07,327.9,0
HDPE,3.0,0.0015,40.0,325.6,0
HDPE,3.0,0.0015,39.97,326.8,0
HDPE,3.0,0.0015,40.02,330.6,0
HDPE,3.0,0.0015,39.99,330.7,0
HDPE,3.0,0.0015,39.94,327.5,0
HDPE,3.0,0.0015,40.06,324.8,0
HDPE,3.0,0.0015,40.08,328.5,0
HDPE,3.0,0.0015,39.98,327.0,0
HDPE,3.0,0.0015,40.01,330.0,0
HDPE,3.0,0.0015,39.86,326.7,0
HDPE,3.0,0.0015,40.04,328.8,0
HDPE,3.0,0.0015,39.98,327.1,0
HDPE,3.0,0.0015,39.92,325.6,0
HDPE,3.0,0.0015,40.07,327.4,0
HDPE,3.0,0.0015,39.92,329.0,0
HDPE,3.0,0.0015,39.88,330.4,0
HDPE,3.0,0.0015,39.96,328.1,0
HDPE,3.0,0.0015,39.93,327.4,0
HDPE,3.0,0.0015,40.05,327.1,0
HDPE,3.0,0.0015,39.87,328.3,0
HDPE,3.0,0.0015,40.02,324.9,0
HDPE,3.0,0.0015,40.06,330.8,0
HDPE,3.0,0.0015,40.01,328.0,0
HDPE,3.0,0.0015,39.98,328.1,0
HDPE,3.0,0.0015,39.93,330.4,0
HDPE,3.0,0.0015,40.01,329.8,0
HDPE,3.0,0.0015,39.99,328.6,0
HDPE,3.0,0.0015,40.01,329.5,0
HDPE,3.0,0.0015,39.93,327.4,0
HDPE,3.0,0.0015,39.97,324.4,0
HDPE,3.0,0.0015,40.03,330.1,0
HDPE,3.0,0.0015,40.06,327.0,0
HDPE,3.0,0.0015,39.99,329.2,0
HDPE,3.0,0.0015,40.08,329.7,0
HDPE,3.0,0.0015,40.09,327.8,0
HDPE,3.0,0.0015,39.96,326.4,0
HDPE,3.0,0.0015,39.94,329.0,0
HDPE,3.0,0.0015,40.0,329.0,0
HDPE,3.0,0.0015,39.96,325.5,0
HDPE,3.0,0.0015,40.02,330.3,0
HDPE,3.0,0.0015,40.03,329.6,0
HDPE,3.0,0.0015,39.95,329.2,0
HDPE,3.0,0.0015,39.98,328.9,0
HDPE,3.0,0.0015,39.97,329.9,0
HDPE,3.0,0.0015,39.89,327.5,0
HDPE,3.0,0.0015,39.99,325.9,0
HDPE,3.0,0.0015,39.97,327.2,0
HDPE,3.0,0.0015,39.86,328.9,0
HDPE,3.0,0.0015,39.94,326.6,0
HDPE,3.0,0.0015,40.05,327.6,0
HDPE,3.0,0.0015,39.96,329.1,0
HDPE,3.0,0.0015,39.97,330.6,0
HDPE,3.0,0.0015,40.1,328.9,0
HDPE,3.0,0.0015,39.98,326.6,0
HDPE,3.0,0.0015,39.93,325.9,0
HDPE,3.0,0.0015,39.93,328.5,0
HDPE,3.0,0.0015,39.95,327.6,0
HDPE,3.0,0.0015,40.05,327.2,0
HDPE,3.0,0.0015,40.0,327.9,0
HDPE,3.0,0.0015,40.06,327.4,0
HDPE,3.0,0.0015,40.06,328.4,0
HDPE,3.0,0.0015,39.98,327.5,0
HDPE,3.0,0.0015,39.94,328.6,0
HDPE,3.0,0.0015,40.03,327.5,0
HDPE,3.0,0.0015,39.97,329.2,0
HDPE,3.0,0.0015,40.0,326.4,0
HDPE,3.0,0.0015,39.98,330.1,0
HDPE,3.0,0.0015,39.98,326.8,0
HDPE,3.0,0.0015,39.98,329.3,0
HDPE,3.0,0.0015,39.91,325.6,0
HDPE,3.0,0.0015,40.0,330.5,0
HDPE,3.0,0.0015,39.92,325.5,0
HDPE,3.0,0.0015,40.02,329.5,0
HDPE,3.0,0.0015,40.02,328.3,0
HDPE,3.0,0.0015,40.04,326.4,0
HDPE,3.0,0.0015,40.02,331.1,0
HDPE,3.0,0.0015,39.94,329.1,0
HDPE,3.0,0.0015,40.08,329.0,0
HDPE,3.0,0.0015,39.96,330.6,0
HDPE,3.0,0.0015,39.99,325.8,0
HDPE,3.0,0.0015,40.0,330.0,0
HDPE,3.0,0.0015,39.94,331.7,0
HDPE,3.0,0.0015,39.9,329.4,0
HDPE,3.0,0.0015,39.96,328.0,0
HDPE,3.0,0.0015,40.0,331.7,0
HDPE,3.0,0.0015,40.01,329.8,0
HDPE,3.0,0.0015,39.99,328.1,0
HDPE,3.0,0.0015,40.1,327.8,0
HDPE,3.0,0.0015,40.03,326.7,0
HDPE,3.0,0.0015,40.0,327.0,0
HDPE,3.0,0.0015,39.9,326.8,0
HDPE,3.0,0.0015,39.98,328.4,0
HDPE,3.0,0.0015,40.07,327.0,0
HDPE,3.0,0.0015,40.03,329.0,0
HDPE,3.0,0.0015,40.04,330.4,0
HDPE,3.0,0.0015,40.06,328.6,0
HDPE,3.0,0.0015,39.96,329.2,0
HDPE,3.0,0.0015,39.98,326.9,0
HDPE,3.0,0.0015,40.06,328.4,0
HDPE,3.0,0.0015,39.92,328.8,0
HDPE,3.0,0.0015,40.02,329.0,0
HDPE,3.0,0.0015,39.93,325.4,0
HDPE,3.0,0.0015,39.94,327.4,0
HDPE,3.0,0.0015,39.95,331.3,0
HDPE,3.0,0.0015,39.86,326.1,0
HDPE,3.0,0.0015,40.0,327.5,0
HDPE,3.0,0.0015,40.02,327.5,0
HDPE,3.0,0.0015,40.02,326.9,0
HDPE,3.0,0.0015,39.92,325.5,0
HDPE,3.0,0.0015,39.91,329.9,0
HDPE,3.0,0.0015,40.01,326.7,0
HDPE,3.0,0.0015,39.85,325.9,0
HDPE,3.0,0.0015,40.0,331.3,0
HDPE,3.0,0.0015,40.02,328.0,0
HDPE,3.0,0.0015,39.9,326.8,0
HDPE,3.0,0.0015,39.95,327.5,0
HDPE,3.0,0.0015,40.08,334.5,0
HDPE,3.0,0.0015,40.01,326.5,0
HDPE,3.0,0.0015,40.01,323.6,0
HDPE,3.0,0.0015,39.86,324.8,0
HDPE,3.0,0.0015,39.95,322.3,0
HDPE,3.0,0.0015,40.03,326.3,0
HDPE,3.0,0.0015,40.01,327.7,0
HDPE,3.0,0.0015,39.84,327.2,0
HDPE,3.0,0.0015,40.01,327.2,0
HDPE,3.0,0.0015,40.15,324.9,0
HDPE,3.0,0.0015,39.93,329.8,0
HDPE,3.0,0.0015,40.02,329.2,0
HDPE,3.0,0.0015,40.04,335.9,0
HDPE,3.0,0.0015,39.98,328.0,0
HDPE,3.0,0.0015,40.14,326.0,0
HDPE,3.0,0.0015,39.99,326.4,0
HDPE,3.0,0.0015,39.95,320.6,0
HDPE,3.0,0.0015,40.07,325.8,0
HDPE,3.0,0.0015,40.06,328.3,0
HDPE,3.0,0.0015,40.13,327.8,0
HDPE,3.0,0.0015,39.99,323.6,0
HDPE,3.0,0.0015,39.93,334.5,0
HDPE,3.0,0.0015,40.1,324.7,0
HDPE,3.0,0.0015,40.03,326.4,0
HDPE,3.0,0.0015,40.03,330.7,0
HDPE,3.0,0.0015,39.92,328.4,0
HDPE,3.0,0.0015,40.03,329.5,0
HDPE,3.0,0.0015,40.15,327.7,0
HDPE,3.0,0.0015,40.08,328.9,0
HDPE,3.0,0.0015,40.07,332.0,0
HDPE,3.0,0.0015,40.01,331.1,0
HDPE,3.0,0.0015,40.05,329.8,0
HDPE,3.0,0.0015,40.02,321.2,0
HDPE,3.0,0.0015,40.05,322.1,0
HDPE,3.0,0.0015,40.0,320.8,0
HDPE,3.0,0.0015,40.05,326.8,0
HDPE,3.0,0.0015,40.03,328.4,0
HDPE,3.0,0.0015,40.0,328.7,0
HDPE,3.0,0.0015,39.96,321.3,0
HDPE,3.0,0.0015,40.13,333.3,0
HDPE,3.0,0.0015,40.01,323.4,0
HDPE,3.0,0.0015,40.12,328.8,0
HDPE,3.0,0.0015,39.89,329.0,0
HDPE,3.0,0.0015,39.84,325.0,0
HDPE,3.0,0.0015,39.95,327.7,0
HDPE,3.0,0.0015,39.94,328.2,0
HDPE,3.0,0.0015,39.95,333.2,0
HDPE,3.0,0.0015,40.16,332.8,0
HDPE,3.0,0.0015,40.11,331.8,0
HDPE,3.0,0.0015,39.98,326.8,0
HDPE,3.0,0.0015,40.05,330.2,0
HDPE,3.0,0.0015,40.25,321.0,0
HDPE,3.0,0.0015,40.0,327.8,0
HDPE,3.0,0.0015,40.05,328.3,0
HDPE,3.0,0.0015,39.91,325.9,0
HDPE,3.0,0.0015,40.12,325.7,0
HDPE,3.0,0.0015,40.02,326.5,0
HDPE,3.0,0.0015,39.97,327.8,0
HDPE,3.0,0.0015,39.98,323.7,0
HDPE,3.0,0.0015,40.01,329.8,0
HDPE,3.0,0.0015,40.09,326.4,0
HDPE,3.0,0.0015,39.9,327.7,0
HDPE,3.0,0.0015,39.95,325.8,0
HDPE,3.0,0.0015,39.96,325.3,0
HDPE,3.0,0.0015,40.04,326.5,0
HDPE,3.0,0.0015,39.94,330.7,0
HDPE,3.0,0.0015,39.9,327.0,0
HDPE,3.0,0.0015,39.98,324.9,0
HDPE,3.0,0.0015,39.88,328.8,0
HDPE,3.0,0.0015,40.02,328.7,0
HDPE,3.0,0.0015,40.09,330.9,0
HDPE,3.0,0.0015,39.94,331.5,0
HDPE,3.0,0.0015,40.04,327.5,0
HDPE,3.0,0.0015,40.0,329.6,0
HDPE,3.0,0.0015,40.04,325.5,0
HDPE,3.0,0.0015,39.92,328.8,0
HDPE,3.0,0.0015,40.03,330.7,0
HDPE,3.0,0.0015,39.93,328.8,0
HDPE,3.0,0.0015,40.04,329.8,0
HDPE,3.0,0.0015,40.07,327.2,0
HDPE,3.0,0.0015,39.91,323.4,0
HDPE,3.0,0.0015,40.14,330.7,0
HDPE,3.0,0.0015,39.93,331.4,0
HDPE,3.0,0.0015,39.97,332.5,0
HDPE,3.0,0.0015,39.95,329.0,0
HDPE,3.0,0.0015,40.07,326.5,0
HDPE,3.0,0.0015,40.13,328.9,0
HDPE,3.0,0.0015,40.09,328.6,0
HDPE,3.0,0.0015,40.09,333.9,0
HDPE,3.0,0.0015,39.89,327.6,0
HDPE,3.0,0.0015,39.96,327.4,0
HDPE,3.0,0.0015,40.0,325.6,0
HDPE,3.0,0.0015,39.91,327.5,0
HDPE,3.0,0.0015,40.07,329.3,0
HDPE,3.0,0.0015,40.1,335.2,0
HDPE,3.0,0.0015,40.04,327.9,0
HDPE,3.0,0.0015,40.04,328.8,0
HDPE,3.0,0.0015,39.89,328.7,0
HDPE,3.0,0.0015,40.12,328.3,0
HDPE,3.0,0.0015,40.12,328.6,0
HDPE,3.0,0.0015,39.89,327.1,0
HDPE,3.0,0.0015,40.03,329.2,0
HDPE,3.0,0.0015,40.1,325.1,0
HDPE,3.0,0.0015,40.19,329.8,0
HDPE,3.0,0.0015,39.71,331.8,0
HDPE,3.0,0.0015,39.95,328.6,0
HDPE,3.0,0.0015,40.07,328.0,0
HDPE,3.0,0.0015,39.86,324.5,0
HDPE,3.0,0.0015,40.01,325.5,0
HDPE,3.0,0.0015,39.91,326.9,0
HDPE,3.0,0.0015,39.86,324.6,0
HDPE,3.0,0.0015,40.0,329.7,0
HDPE,3.0,0.0015,40.0,324.6,0
HDPE,3.0,0.0015,40.02,326.8,0
HDPE,3.0,0.0015,39.93,328.4,0
HDPE,3.0,0.0015,39.93,323.2,0
HDPE,3.0,0.0015,40.09,327.0,0
HDPE,3.0,0.0015,39.9,329.4,0
HDPE,3.0,0.0015,39.96,329.2,0
HDPE,3.0,0.0015,39.95,328.5,0
HDPE,3.0,0.0015,40.09,326.7,0
HDPE,3.0,0.0015,40.02,328.5,0
HDPE,3.0,0.0015,39.95,329.6,0
HDPE,3.0,0.0015,40.11,335.3,0
HDPE,3.0,0.0015,39.96,334.0,0
HDPE,3.0,0.0015,39.87,328.7,0
HDPE,3.0,0.0015,40.09,328.1,0
HDPE,3.0,0.0015,39.94,326.4,0
HDPE,3.0,0.0015,40.13,327.0,0
HDPE,3.0,0.0015,40.01,327.4,0
HDPE,3.0,0.0015,40.0,325.6,0
HDPE,3.0,0.0015,39.93,328.7,0
HDPE,3.0,0.0015,39.74,327.5,0
HDPE,3.0,0.0015,39.98,323.3,0
HDPE,3.0,0.0015,40.04,334.4,0
HDPE,3.0,0.0015,39.92,330.4,0
HDPE,3.0,0.0015,40.14,335.0,0
HDPE,3.0,0.0015,39.98,330.8,0
HDPE,3.0,0.0015,39.91,331.8,0
HDPE,3.0,0.0015,39.93,329.9,0
HDPE,3.0,0.0015,39.91,326.7,0
HDPE,3.0,0.0015,39.95,331.0,0
HDPE,3.0,0.0015,39.97,322.8,0
HDPE,3.0,0.0015,40.06,329.3,0
HDPE,3.0,0.0015,39.92,326.3,0
HDPE,3.0,0.0015,39.99,328.7,0
HDPE,3.0,0.0015,39.83,326.5,0
HDPE,3.0,0.0015,40.01,324.2,0
HDPE,3.0,0.0015,40.07,324.8,0
HDPE,3.0,0.0015,39.97,331.0,0
HDPE,3.0,0.0015,40.16,325.4,0
HDPE,3.0,0.0015,39.96,327.8,0
HDPE,3.0,0.0015,39.86,330.1,0
HDPE,3.0,0.0015,40.01,326.2,0
HDPE,3.0,0.0015,40.06,331.6,0
HDPE,3.0,0.0015,40.06,326.1,0
HDPE,3.0,0.0015,40.18,333.8,0
HDPE,3.0,0.0015,39.99,327.9,0
HDPE,3.0,0.0015,40.04,325.3,0
HDPE,3.0,0.0015,39.83,332.4,0
HDPE,3.0,0.0015,39.92,326.7,0
HDPE,3.0,0.0015,39.93,329.5,0
HDPE,3.0,0.0015,39.97,326.0,0
HDPE,3.0,0.0015,40.18,327.1,0
HDPE,3.0,0.0015,39.83,325.4,0
HDPE,3.0,0.0015,40.02,333.5,0
HDPE,3.0,0.0015,40.0,336.7,0
HDPE,3.0,0.0015,40.1,327.4,0
HDPE,3.0,0.0015,39.95,326.3,0
HDPE,3.0,0.0015,39.99,326.9,0
HDPE,3.0,0.0015,40.02,328.3,0
HDPE,3.0,0.0015,40.06,327.3,0
HDPE,3.0,0.0015,39.82,330.2,0
HDPE,3.0,0.0015,40.14,331.5,0
HDPE,3.0,0.0015,40.07,332.2,0
HDPE,3.0,0.0015,39.92,325.0,0
HDPE,3.0,0.0015,39.97,329.8,0
HDPE,3.0,0.0015,39.95,327.7,0
HDPE,3.0,0.0015,40.07,326.7,0
HDPE,3.0,0.0015,40.09,323.0,0
HDPE,3.0,0.0015,40.02,330.3,0
HDPE,3.0,0.0015,40.03,331.0,0
HDPE,3.0,0.0015,40.19,335.3,0
HDPE,3.0,0.0015,40.15,327.5,0
HDPE,3.0,0.0015,40.01,322.8,0
HDPE,3.0,0.0015,39.94,325.3,0
HDPE,3.0,0.0015,40.05,332.9,0
HDPE,3.0,0.0015,39.98,333.0,0
HDPE,3.0,0.0015,39.87,326.7,0
HDPE,3.0,0.0015,40.12,321.2,0
HDPE,3.0,0.0015,40.15,328.6,0
HDPE,3.0,0.0015,39.95,325.6,0
HDPE,3.0,0.0015,40.01,331.6,0
HDPE,3.0,0.0015,39.72,325.1,0
HDPE,3.0,0.0015,40.08,329.2,0
HDPE,3.0,0.0015,39.96,325.9,0
HDPE,3.0,0.0015,39.84,322.9,0
HDPE,3.0,0.0015,40.13,326.5,0
HDPE,3.0,0.0015,39.84,329.7,0
HDPE,3.0,0.0015,39.76,332.5,0
HDPE,3.0,0.0015,39.92,327.8,0
HDPE,3.0,0.0015,39.86,326.5,0
HDPE,3.0,0.0015,40.09,325.8,0
HDPE,3.0,0.0015,39.75,328.2,0
HDPE,3.0,0.0015,40.04,321.5,0
HDPE,3.0,0.0015,40.12,333.2,0
HDPE,3.0,0.0015,40.03,327.7,0
HDPE,3.0,0.0015,39.96,327.9,0
HDPE,3.0,0.0015,39.85,332.5,0
HDPE,3.0,0.0015,40.03,331.2,0
HDPE,3.0,0.0015,39.98,328.8,0
HDPE,3.0,0.0015,40.01,330.6,0
HDPE,3.0,0.0015,39.86,326.4,0
HDPE,3.0,0.0015,39.93,320.5,0
HDPE,3.0,0.0015,40.06,331.8,0
HDPE,3.0,0.0015,40.13,325.7,0
HDPE,3.0,0.0015,39.99,330.1,0
HDPE,3.0,0.0015,40.15,331.0,0
HDPE,3.0,0.0015,40.19,327.3,0
HDPE,3.0,0.0015,39.92,324.5,0
HDPE,3.0,0.0015,39.88,329.6,0
HDPE,3.0,0.0015,40.01,329.7,0
HDPE,3.0,0.0015,39.93,322.7,0
HDPE,3.0,0.0015,40.03,332.2,0
HDPE,3.0,0.0015,40.06,330.9,0
HDPE,3.0,0.0015,39.9,330.0,0
HDPE,3.0,0.0015,39.97,329.4,0
HDPE,3.0,0.0015,39.94,331.4,0
HDPE,3.0,0.0015,39.79,326.6,0
HDPE,3.0,0.0015,39.98,323.5,0
HDPE,3.0,0.0015,39.95,326.0,0
HDPE,3.0,0.0015,39.72,329.4,0
HDPE,3.0,0.0015,39.88,324.8,0
HDPE,3.0,0.0015,40.11,326.9,0
HDPE,3.0,0.0015,39.91,329.9,0
HDPE,3.0,0.0015,39.94,332.9,0
HDPE,3.0,0.0015,40.2,329.5,0
HDPE,3.0,0.0015,39.96,324.9,0
HDPE,3.0,0.0015,39.86,323.5,0
HDPE,3.0,0.0015,39.86,328.7,0
HDPE,3.0,0.0015,39.89,326.8,0
HDPE,3.0,0.0015,40.09,326.1,0
HDPE,3.0,0.0015,39.99,327.4,0
HDPE,3.0,0.0015,40.12,326.4,0
HDPE,3.0,0.0015,40.11,328.4,0
HDPE,3.0,0.0015,39.97,326.6,0
HDPE,3.0,0.0015,39.88,328.9,0
HDPE,3.0,0.0015,40.06,326.6,0
HDPE,3.0,0.0015,39.94,330.0,0
HDPE,3.0,0.0015,39.99,324.4,0
HDPE,3.0,0.0015,39.96,331.8,0
HDPE,3.0,0.0015,39.96,325.2,0
HDPE,3.0,0.0015,39.96,330.2,0
HDPE,3.0,0.0015,39.83,322.9,0
HDPE,3.0,0.0015,40.0,332.6,0
HDPE,3.0,0.0015,39.84,322.7,0
HDPE,3.0,0.0015,40.03,330.6,0
HDPE,3.0,0.0015,40.04,328.3,0
HDPE,3.0,0.0015,40.07,324.5,0
HDPE,3.0,0.0015,40.04,333.8,0
HDPE,3.0,0.0015,39.88,329.9,0
HDPE,3.0,0.0015,40.16,329.6,0
HDPE,3.0,0.0015,39.91,332.8,0
HDPE,3.0,0.0015,39.98,323.2,0
HDPE,3.0,0.0015,39.99,331.7,0
HDPE,3.0,0.0015,39.87,335.0,0
HDPE,3.0,0.0015,39.81,330.5,0
HDPE,3.0,0.0015,39.91,327.7,0
HDPE,3.0,0.0015,40.0,335.1,0
HDPE,3.0,0.0015,40.01,331.2,0
HDPE,3.0,0.0015,39.98,327.8,0
HDPE,3.0,0.0015,40.2,327.2,0
HDPE,3.0,0.0015,40.07,325.0,0
HDPE,3.0,0.0015,39.99,325.6,0
HDPE,3.0,0.0015,39.81,325.2,0
HDPE,3.0,0.0015,39.95,328.5,0
HDPE,3.0,0.0015,40.13,325.6,0
HDPE,3.0,0.0015,40.06,329.7,0
HDPE,3.0,0.0015,40.08,332.5,0
HDPE,3.0,0.0015,40.11,328.9,0
HDPE,3.0,0.0015,39.92,330.0,0
HDPE,3.0,0.0015,39.97,325.5,0
HDPE,3.0,0.0015,40.11,328.5,0
HDPE,3.0,0.0015,39.84,329.3,0
HDPE,3.0,0.0015,40.05,329.7,0
HDPE,3.0,0.0015,39.86,322.5,0
HDPE,3.0,0.0015,39.88,326.4,0
HDPE,3.0,0.0015,39.9,334.2,0
HDPE,3.0,0.0015,39.72,323.9,0
HDPE,3.0,0.0015,39.99,326.7,0
HDPE,3.0,0.0015,40.03,326.6,0
HDPE,3.0,0.0015,40.03,325.4,0
HDPE,3.0,0.0015,39.84,322.6,0
HDPE,3.0,0.0015,39.81,331.4,0
HDPE,3.0,0.0015,40.03,325.1,0
HDPE,3.0,0.0015,39.7,323.5,0
HDPE,3.0,0.0015,40.0,334.2,0
HDPE,3.0,0.0015,40.1,326.4,0
HDPE,3.0,0.0015,39.5,320.7,0
HDPE,3.0,0.0015,39.74,324.0,0
HDPE,3.0,0.0015,40.39,359.1,0
HDPE,3.0,0.0015,40.04,319.0,0
HDPE,3.0,0.0015,40.03,304.5,0
HDPE,3.0,0.0015,39.29,310.8,0
HDPE,3.0,0.0015,39.77,298.0,0
HDPE,3.0,0.0015,40.13,318.1,0
HDPE,3.0,0.0015,40.04,325.3,0
HDPE,3.0,0.0015,39.2,322.5,0
HDPE,3.0,0.0015,40.06,322.8,0
HDPE,3.0,0.0015,40.77,310.8,0
HDPE,3.0,0.0015,39.63,335.5,0
HDPE,3.0,0.0015,40.11,332.7,0
HDPE,3.0,0.0015,40.18,366.0,0
HDPE,3.0,0.0015,39.91,326.6,0
HDPE,3.0,0.0015,40.68,316.4,0
HDPE,3.0,0.0015,39.97,318.8,0
HDPE,3.0,0.0015,39.74,289.9,0
HDPE,3.0,0.0015,40.33,315.4,0
HDPE,3.0,0.0015,40.3,328.1,0
HDPE,3.0,0.0015,40.67,325.6,0
HDPE,3.0,0.0015,39.94,304.7,0
HDPE,3.0,0.0015,39.66,358.9,0
HDPE,3.0,0.0015,40.49,309.9,0
HDPE,3.0,0.0015,40.15,318.8,0
HDPE,3.0,0.0015,40.13,340.2,0
HDPE,3.0,0.0015,39.61,328.5,0
HDPE,3.0,0.0015,40.14,334.1,0
HDPE,3.0,0.0015,40.74,324.9,0
HDPE,3.0,0.0015,40.39,331.3,0
HDPE,3.0,0.0015,40.34,346.5,0
HDPE,3.0,0.0015,40.03,341.9,0
HDPE,3.0,0.0015,40.25,335.8,0
HDPE,3.0,0.0015,40.12,292.3,0
HDPE,3.0,0.0015,40.23,296.8,0
HDPE,3.0,0.0015,40.02,290.6,0
HDPE,3.0,0.0015,40.24,320.7,0
HDPE,3.0,0.0015,40.13,328.4,0
HDPE,3.0,0.0015,40.01,329.9,0
HDPE,3.0,0.0015,39.82,293.4,0
HDPE,3.0,0.0015,40.67,353.4,0
HDPE,3.0,0.0015,40.04,303.7,0
HDPE,3.0,0.0015,40.58,330.7,0
HDPE,3.0,0.0015,39.44,331.6,0
HDPE,3.0,0.0015,39.18,311.6,0
HDPE,3.0,0.0015,39.76,325.3,0
HDPE,3.0,0.0015,39.71,327.4,0
HDPE,3.0,0.0015,39.75,352.6,0
HDPE,3.0,0.0015,40.81,350.9,0
HDPE,3.0,0.0015,40.54,345.8,0
HDPE,3.0,0.0015,39.9,320.5,0
HDPE,3.0,0.0015,40.26,337.5,0
HDPE,3.0,0.0015,41.23,290.8,0
HDPE,3.0,0.0015,40.01,325.8,0
HDPE,3.0,0.0015,40.24,328.2,0
HDPE,3.0,0.0015,39.56,316.1,0
HDPE,3.0,0.0015,40.61,314.9,0
HDPE,3.0,0.0015,40.08,319.0,0
HDPE,3.0,0.0015,39.83,325.6,0
HDPE,3.0,0.0015,39.88,305.0,0
HDPE,3.0,0.0015,40.05,335.7,0
HDPE,3.0,0.0015,40.43,318.7,0
HDPE,3.0,0.0015,39.48,325.3,0
HDPE,3.0,0.0015,39.75,315.4,0
HDPE,3.0,0.0015,39.79,313.3,0
HDPE,3.0,0.0015,40.19,318.9,0
HDPE,3.0,0.0015,39.72,340.0,0
HDPE,3.0,0.0015,39.49,321.7,0
HDPE,3.0,0.0015,39.89,310.9,0
HDPE,3.0,0.0015,39.4,330.8,0
HDPE,3.0,0.0015,40.1,330.1,0
HDPE,3.0,0.0015,40.45,340.9,0
HDPE,3.0,0.0015,39.7,343.9,0
HDPE,3.0,0.0015,40.21,324.1,0
HDPE,3.0,0.0015,40.02,334.4,0
HDPE,3.0,0.0015,40.21,314.0,0
HDPE,3.0,0.0015,39.61,330.5,0
HDPE,3.0,0.0015,40.13,340.3,0
HDPE,3.0,0.0015,39.67,330.4,0
HDPE,3.0,0.0015,40.19,335.9,0
HDPE,3.0,0.0015,40.35,322.8,0
HDPE,3.0,0.0015,39.53,303.7,0
HDPE,3.0,0.0015,40.7,339.9,0
HDPE,3.0,0.0015,39.64,343.3,0
HDPE,3.0,0.0015,39.83,349.3,0
HDPE,3.0,0.0015,39.74,331.8,0
HDPE,3.0,0.0015,40.36,319.2,0
HDPE,3.0,0.0015,40.63,331.0,0
HDPE,3.0,0.0015,40.47,329.8,0
HDPE,3.0,0.0015,40.44,356.0,0
HDPE,3.0,0.0015,39.46,324.5,0
HDPE,3.0,0.0015,39.8,323.7,0
HDPE,3.0,0.0015,39.98,314.6,0
HDPE,3.0,0.0015,39.55,324.2,0
HDPE,3.0,0.0015,40.37,332.9,0
HDPE,3.0,0.0015,40.52,362.7,0
HDPE,3.0,0.0015,40.21,326.1,0
HDPE,3.0,0.0015,40.22,330.7,0
HDPE,3.0,0.0015,39.44,330.3,0
HDPE,3.0,0.0015,40.61,328.2,0
HDPE,3.0,0.0015,40.62,329.6,0
HDPE,3.0,0.0015,39.43,322.1,0
HDPE,3.0,0.0015,40.13,332.8,0
HDPE,3.0,0.0015,40.48,312.1,0
HDPE,3.0,0.0015,40.95,335.9,0
HDPE,3.0,0.0015,38.54,345.4,0
HDPE,3.0,0.0015,39.77,329.6,0
HDPE,3.0,0.0015,40.35,326.4,0
HDPE,3.0,0.0015,39.31,309.3,0
HDPE,3.0,0.0015,40.05,314.0,0
HDPE,3.0,0.0015,39.56,321.0,0
HDPE,3.0,0.0015,39.28,309.9,0
HDPE,3.0,0.0015,39.98,335.0,0
HDPE,3.0,0.0015,40.01,309.7,0
HDPE,3.0,0.0015,40.1,320.4,0
HDPE,3.0,0.0015,39.67,328.4,0
HDPE,3.0,0.0015,39.64,302.6,0
HDPE,3.0,0.0015,40.43,321.6,0
HDPE,3.0,0.0015,39.52,333.7,0
